title,speaker,initial speech,initial sentiment,initial POLARITY
The Tragedy of Antony and Cleopatra,First Attendant,"The man from Sicyon,--is there such an one?","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Tragedy of Antony and Cleopatra,Second Attendant,He stays upon your will.,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Tragedy of Antony and Cleopatra,OCTAVIUS CAESAR,"You may see, Lepidus, and henceforth know, It is not Caesar's natural vice to hate Our great competitor: from Alexandria This is the news: he fishes, drinks, and wastes The lamps of night in revel; is not more man-like Than Cleopatra; nor the queen of Ptolemy More womanly than he; hardly gave audience, or Vouchsafed to think he had partners: you shall find there A man who is the abstract of all faults That all men follow.","[ 0.          0.          0.          0.          0.          0.9335
  0.          0.          0.          0.         -0.75        0.6105
  0.          0.          0.          0.          0.         -0.11985714
  0.          0.          0.          0.          0.         -0.538
  0.          0.9115      0.          0.         -0.975       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.9735      0.          0.          0.
  0.          0.          0.          0.          0.837       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.25        0.        ]",0.12058823529411763
The Tragedy of Antony and Cleopatra,MARDIAN,What's your highness' pleasure?,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.844 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.272 0.   ]",0.508
The Tragedy of Antony and Cleopatra,MENECRATES,"Know, worthy Pompey, That what they do delay, they not deny.","[-0.94   0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.999  0.     0.55   0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.    -0.328  0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.09575
The Tragedy of Antony and Cleopatra,MENAS,Caesar and Lepidus Are in the field: a mighty strength they carry.,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.8935 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.917  0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.186  0.    ]",0.67875
The Tragedy of Antony and Cleopatra,VARRIUS,This is most certain that I shall deliver: Mark Antony is every hour in Rome Expected: since he went from Egypt 'tis A space for further travel.,"[-0.208       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.90066667  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.989       0.          0.          0.          0.          0.
 -0.4995      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.4044999999999999
The Tragedy of Antony and Cleopatra,MECAENAS,"If it might please you, to enforce no further The griefs between ye: to forget them quite Were to remember that the present need Speaks to atone you.","[ 0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.      -0.7485   0.       0.       0.       0.       0.       0.
  0.       0.89825 -0.577    0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.547    0.       0.       0.       0.       0.       0.
 -0.42725  0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.     ]",0.01581818181818181
The Tragedy of Antony and Cleopatra,AGRIPPA,"Give me leave, Caesar,--","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Tragedy of Antony and Cleopatra,OCTAVIA,All which time Before the gods my knee shall bow my prayers To them for you.,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.289  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.289
The Tragedy of Antony and Cleopatra,Attendants,"The music, ho!","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Tragedy of Antony and Cleopatra,SILIUS,"Noble Ventidius, Whilst yet with Parthian blood thy sword is warm, The fugitive Parthians follow; spur through Media, Mesopotamia, and the shelters whither The routed fly: so thy grand captain Antony Shall set thee on triumphant chariots and Put garlands on thy head.","[-0.23        0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.855
  0.          0.95475     0.          0.         -0.89066667  0.
  0.          0.          0.          0.         -0.853       0.
  0.          0.          0.          0.          0.          0.
  0.9145      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.92        0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.304       0.        ]",0.16342857142857142
The Tragedy of Antony and Cleopatra,EROS,"There's strange news come, sir.","[-0.329  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.886  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.455
The Tragedy of Antony and Cleopatra,CANIDIUS,Why will my lord do so?,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.983 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.722
The Tragedy of Antony and Cleopatra,TAURUS,My lord?,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.983 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.722
The Tragedy of Antony and Cleopatra,SCARUS,"Gods and goddesses, All the whole synod of them!","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.208 0.   ]",0.151
The Tragedy of Antony and Cleopatra,DOLABELLA,"Caesar, 'tis his schoolmaster: An argument that he is pluck'd, when hither He sends so poor a pinion off his wing, Which had superfluous kings for messengers Not many moons gone by.","[-0.6475      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.863
  0.          0.          0.          0.          0.          0.
  0.          0.89833333 -0.2755      0.          0.          0.
  0.          0.          0.          0.         -0.635       0.
  0.          0.          0.          0.          0.          0.
  0.996       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.019333333333333313
The Tragedy of Antony and Cleopatra,EUPHRONIUS,"Such as I am, I come from Antony: I was of late as petty to his ends As is the morn-dew on the myrtle-leaf To his grand sea.","[-0.224  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.92   0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.92   0.     0.     0.    -0.224  0.     0.     0.
  0.     0.     0.     0.21   0.   ]",0.2956
The Tragedy of Antony and Cleopatra,THYREUS,"Caesar, I go.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.897 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.897
The Tragedy of Antony and Cleopatra,Fourth Soldier,"Here we: and if to-morrow Our navy thrive, I have an absolute hope Our landmen will stand up.","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.89933333 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.25933333 0.        ]",0.5406666666666667
The Tragedy of Antony and Cleopatra,First Guard,What's the noise?,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.    -0.225  0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.182
The Tragedy of Antony and Cleopatra,Second Guard,The star is fall'n.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.923 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.923
The Tragedy of Antony and Cleopatra,Third Guard,Nor any one.,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Tragedy of Antony and Cleopatra,DERCETAS,"Thy death and fortunes bid thy followers fly. This sword but shown to Caesar, with this tidings, Shall enter me with him.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.178   0.      0.      0.9255  0.
  0.608   0.      0.      0.      0.      0.      0.     -0.908   0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.854
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.329   0.    ]",0.163
The Tragedy of Antony and Cleopatra,Egyptian,"A poor Egyptian yet. The queen my mistress, Confined in all she has, her monument, Of thy intents desires instruction, That she preparedly may frame herself To the way she's forced to.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.659   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.996  -0.551
  0.      0.      0.      0.      0.      0.      0.     -0.306   0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.849
  0.      0.      0.     -0.8535  0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.226   0.    ]",-0.08836363636363637
